Flight_ID,Airline,Source_Airport,Destination_Airport,Departure_Time,Departure_Period,Arrival_Time,Arrival_Period,Duration,Distance_km,Aircraft_Type,Ticket_Price_PKR,Delay_Minutes,Status,Airline_Frequency
SE535,FlyJinnah,ISB,KHI,2025-10-07 02:31,Night,2025-10-07 06:15,Morning,3h 18m,874,Boeing 737,33200,60,Delayed,257
PI399,AirBlue,PEW,LHE,2025-10-14 10:57,Morning,2025-10-14 14:34,Afternoon,2h 29m,494,Boeing 737,18593,0,Cancelled,290
AI640,PIA,SKZ,LHE,2025-10-29 09:33,Morning,2025-10-29 11:07,Morning,3h 30m,525,Boeing 737,31397,60,Cancelled,240
AI543,AirBlue,PEW,LYP,2025-10-12 10:52,Morning,2025-10-12 15:36,Afternoon,2h 23m,1331,Airbus A321,14699,60,Delayed,290
AI690,AirBlue,MUX,ISB,2025-10-19 08:34,Morning,2025-10-19 11:43,Morning,1h 59m,634,Boeing 737,24895,120,Cancelled,290
AI929,AirSial,UET,MUX,2025-10-26 15:16,Afternoon,2025-10-26 16:50,Afternoon,3h 39m,1218,Airbus A320,54201,5,Delayed,280
SE718,PIA,UET,LHE,2025-10-29 11:25,Morning,2025-10-29 14:32,Afternoon,4h 39m,1379,Airbus A320,33038,0,Cancelled,240
AI162,AirBlue,PEW,LHE,2025-10-22 00:13,Night,2025-10-22 01:59,Night,1h 20m,616,Airbus A321,31996,0,On-Time,290
FL282,FlyJinnah,UET,LHE,2025-10-06 13:30,Afternoon,2025-10-06 15:25,Afternoon,2h 26m,1164,Airbus A320,37932,120,Cancelled,257
SE990,SereneAir,KHI,PEW,2025-10-14 20:58,Evening,2025-10-14 23:02,Night,1h 13m,1207,Boeing 737,52250,60,Delayed,244
FL195,AirSial,PEW,KHI,2025-10-24 11:22,Morning,2025-10-24 12:22,Afternoon,2h 24m,1272,ATR 72,29046,15,Delayed,280
AI357,AirBlue,ISB,PEW,2025-10-25 01:59,Night,2025-10-25 04:02,Night,1h 55m,1401,Airbus A320,17234,120,On-Time,290
SE608,FlyJinnah,MUX,UET,2025-10-28 20:22,Evening,2025-10-28 23:14,Night,2h 21m,968,ATR 72,42716,120,On-Time,257
FL110,AirSial,SKZ,UET,2025-10-16 21:09,Night,2025-10-17 01:17,Night,2h 16m,852,ATR 72,17765,15,Delayed,280
SE188,AirSial,LHE,PEW,2025-10-19 01:06,Night,2025-10-19 02:39,Night,1h 11m,1278,Airbus A321,39697,5,On-Time,280
AI107,PIA,UET,LYP,2025-10-20 03:50,Night,2025-10-20 05:35,Morning,3h 28m,1097,ATR 72,54134,15,Cancelled,240
SE933,AirBlue,LYP,ISB,2025-10-25 21:08,Night,2025-10-25 22:45,Night,2h 24m,391,Boeing 737,21649,30,Delayed,290
AI174,AirBlue,PEW,MUX,2025-10-18 19:00,Evening,2025-10-18 23:01,Night,4h 42m,1400,Airbus A320,44681,5,Delayed,290
AI338,PIA,SKZ,MUX,2025-10-05 07:03,Morning,2025-10-05 12:02,Afternoon,4h 5m,996,ATR 72,41320,0,Delayed,240
PI549,PIA,ISB,MUX,2025-10-25 15:30,Afternoon,2025-10-25 18:21,Evening,3h 0m,439,Airbus A321,17048,60,Cancelled,240
AI642,AirBlue,SKZ,PEW,2025-10-21 14:28,Afternoon,2025-10-21 17:09,Evening,3h 7m,1184,ATR 72,33581,120,Delayed,290
FL986,FlyJinnah,KHI,PEW,2025-10-02 17:22,Evening,2025-10-02 19:46,Evening,1h 42m,966,Boeing 737,13124,5,On-Time,257
SE478,PIA,MUX,LYP,2025-10-13 00:49,Night,2025-10-13 04:18,Night,3h 3m,1175,Boeing 737,21708,5,On-Time,240
SE929,AirBlue,LHE,UET,2025-10-05 20:13,Evening,2025-10-05 21:45,Night,1h 54m,693,ATR 72,15370,15,Cancelled,290
AI991,PIA,PEW,KHI,2025-10-24 04:35,Night,2025-10-24 08:17,Morning,1h 1m,1483,Airbus A321,49392,0,Cancelled,240
AI759,PIA,SKZ,KHI,2025-10-13 22:56,Night,2025-10-14 03:55,Night,1h 17m,1013,Boeing 737,32434,30,Cancelled,240
PI271,SereneAir,ISB,SKZ,2025-10-09 04:22,Night,2025-10-09 08:57,Morning,3h 53m,593,Airbus A320,17713,30,On-Time,244
AI694,AirSial,UET,SKZ,2025-10-16 02:22,Night,2025-10-16 05:35,Morning,4h 41m,307,Airbus A320,38591,30,Cancelled,280
FL291,AirSial,ISB,UET,2025-10-18 23:38,Night,2025-10-19 03:54,Night,1h 7m,1339,Boeing 737,41655,15,Delayed,280
SE142,PIA,LHE,LYP,2025-10-02 15:54,Afternoon,2025-10-02 19:13,Evening,4h 15m,565,ATR 72,27423,30,Delayed,240
AI943,AirSial,LYP,MUX,2025-10-25 07:43,Morning,2025-10-25 09:26,Morning,1h 47m,827,Airbus A320,13192,60,Cancelled,280
PI862,AirBlue,KHI,PEW,2025-10-17 09:00,Morning,2025-10-17 12:33,Afternoon,4h 53m,995,Boeing 737,35074,120,Delayed,290
SE356,FlyJinnah,LHE,KHI,2025-10-07 03:07,Night,2025-10-07 06:52,Morning,4h 42m,1128,Boeing 737,47859,15,On-Time,257
AI611,FlyJinnah,UET,LYP,2025-10-19 18:21,Evening,2025-10-19 22:08,Night,3h 4m,1173,ATR 72,35545,30,Cancelled,257
SE934,SereneAir,ISB,PEW,2025-10-24 14:33,Afternoon,2025-10-24 16:56,Afternoon,2h 55m,740,Boeing 737,26513,15,Delayed,244
SE709,AirBlue,KHI,PEW,2025-10-22 16:56,Afternoon,2025-10-22 20:08,Evening,2h 32m,1126,ATR 72,50761,60,On-Time,290
AI935,AirBlue,UET,ISB,2025-10-09 03:02,Night,2025-10-09 07:00,Morning,2h 58m,377,Airbus A320,51743,0,Cancelled,290
AI899,AirSial,PEW,LHE,2025-10-25 03:32,Night,2025-10-25 05:52,Morning,3h 10m,359,Boeing 737,37652,0,Delayed,280
PI823,FlyJinnah,KHI,PEW,2025-10-22 16:43,Afternoon,2025-10-22 21:32,Night,2h 30m,721,Airbus A320,30378,0,Delayed,257
PI682,AirSial,UET,ISB,2025-10-07 07:17,Morning,2025-10-07 10:14,Morning,1h 42m,899,Airbus A320,24327,15,Cancelled,280
FL448,FlyJinnah,LHE,ISB,2025-10-22 22:22,Night,2025-10-23 01:26,Night,1h 27m,349,ATR 72,23813,5,On-Time,257
AI493,AirSial,LHE,ISB,2025-10-12 03:37,Night,2025-10-12 08:25,Morning,1h 11m,647,ATR 72,11886,0,Delayed,280
AI838,AirBlue,ISB,PEW,2025-10-27 19:43,Evening,2025-10-27 22:06,Night,3h 51m,1004,Airbus A321,46132,120,On-Time,290
SE314,FlyJinnah,PEW,LYP,2025-10-20 10:36,Morning,2025-10-20 12:57,Afternoon,3h 32m,695,Boeing 737,42722,120,Cancelled,257
AI682,PIA,ISB,LYP,2025-10-30 16:08,Afternoon,2025-10-30 19:42,Evening,1h 32m,724,Airbus A321,31135,60,Cancelled,240
SE549,FlyJinnah,KHI,ISB,2025-10-30 00:36,Night,2025-10-30 03:11,Night,4h 42m,1129,Airbus A320,18607,15,On-Time,257
AI637,SereneAir,UET,ISB,2025-10-28 17:07,Evening,2025-10-28 21:54,Night,2h 16m,522,ATR 72,12782,5,Delayed,244
AI245,AirBlue,MUX,ISB,2025-10-14 12:53,Afternoon,2025-10-14 17:31,Evening,4h 18m,811,Boeing 737,26700,15,On-Time,290
AI760,AirSial,PEW,LHE,2025-10-14 15:20,Afternoon,2025-10-14 19:46,Evening,2h 27m,1271,Boeing 737,33515,15,On-Time,280
PI350,AirBlue,LHE,MUX,2025-10-11 22:32,Night,2025-10-12 00:00,Night,4h 11m,1005,Airbus A321,45491,30,Cancelled,290
PI607,PIA,LYP,ISB,2025-10-20 01:13,Night,2025-10-20 03:54,Night,1h 34m,507,Airbus A321,38726,60,Cancelled,240
FL796,AirBlue,UET,ISB,2025-10-16 11:51,Morning,2025-10-16 15:10,Afternoon,4h 6m,1144,Airbus A321,20830,120,On-Time,290
AI286,AirSial,LYP,KHI,2025-10-03 23:48,Night,2025-10-04 02:05,Night,4h 54m,1205,ATR 72,40060,60,On-Time,280
FL961,AirBlue,LYP,ISB,2025-10-06 07:19,Morning,2025-10-06 11:13,Morning,2h 37m,385,Airbus A320,16543,30,On-Time,290
AI752,AirBlue,ISB,KHI,2025-10-13 18:18,Evening,2025-10-13 22:04,Night,2h 24m,1091,Airbus A320,50388,120,Delayed,290
FL598,PIA,UET,PEW,2025-10-11 21:55,Night,2025-10-12 00:14,Night,4h 54m,656,Airbus A320,35494,0,Cancelled,240
FL723,FlyJinnah,MUX,UET,2025-10-08 08:33,Morning,2025-10-08 11:26,Morning,1h 27m,655,Boeing 737,38513,60,Cancelled,257
SE480,PIA,KHI,LYP,2025-10-29 09:41,Morning,2025-10-29 13:22,Afternoon,1h 28m,730,Airbus A321,43070,60,On-Time,240
AI278,FlyJinnah,UET,SKZ,2025-10-21 06:32,Morning,2025-10-21 11:09,Morning,1h 26m,1396,Airbus A320,28331,60,Cancelled,257
FL312,AirBlue,LHE,UET,2025-10-02 06:56,Morning,2025-10-02 09:48,Morning,1h 3m,425,Airbus A321,30061,0,On-Time,290
PI985,SereneAir,ISB,UET,2025-10-15 16:37,Afternoon,2025-10-15 19:47,Evening,1h 18m,1465,Airbus A321,52730,120,Cancelled,244
AI337,AirSial,LYP,ISB,2025-10-13 15:12,Afternoon,2025-10-13 20:04,Evening,3h 18m,810,Airbus A321,24781,30,Cancelled,280
AI171,FlyJinnah,SKZ,KHI,2025-10-10 21:44,Night,2025-10-11 00:35,Night,3h 34m,1420,Boeing 737,54487,15,Delayed,257
SE944,PIA,PEW,KHI,2025-10-25 18:22,Evening,2025-10-25 21:59,Night,1h 4m,1013,Airbus A321,44079,0,Cancelled,240
PI166,PIA,ISB,LYP,2025-10-25 09:22,Morning,2025-10-25 13:45,Afternoon,2h 29m,1368,Boeing 737,35067,60,Delayed,240
PI702,AirSial,ISB,LYP,2025-10-03 19:44,Evening,2025-10-04 00:27,Night,1h 56m,602,Airbus A320,47485,5,On-Time,280
AI692,SereneAir,LYP,ISB,2025-10-22 22:13,Night,2025-10-22 23:32,Night,1h 40m,365,Airbus A320,44012,60,On-Time,244
AI577,AirSial,UET,KHI,2025-10-29 02:16,Night,2025-10-29 04:43,Night,3h 18m,992,Boeing 737,28409,5,Delayed,280
FL873,AirSial,MUX,PEW,2025-10-16 08:40,Morning,2025-10-16 11:05,Morning,1h 4m,1141,Airbus A320,30581,30,Delayed,280
PI725,AirBlue,MUX,UET,2025-10-13 08:07,Morning,2025-10-13 11:02,Morning,1h 27m,1359,Airbus A320,47347,60,Cancelled,290
FL858,AirSial,LHE,UET,2025-10-27 16:10,Afternoon,2025-10-27 20:34,Evening,2h 15m,908,Airbus A321,38053,15,On-Time,280
AI256,FlyJinnah,SKZ,LHE,2025-10-14 10:26,Morning,2025-10-14 13:01,Afternoon,2h 19m,1009,Airbus A321,12529,60,On-Time,257
SE452,AirSial,ISB,SKZ,2025-10-03 13:52,Afternoon,2025-10-03 18:04,Evening,2h 46m,1318,ATR 72,17994,30,On-Time,280
AI677,SereneAir,LHE,ISB,2025-10-26 02:09,Night,2025-10-26 05:00,Morning,3h 3m,1307,Airbus A320,20670,30,Cancelled,244
SE330,SereneAir,PEW,ISB,2025-10-02 23:00,Night,2025-10-03 01:35,Night,2h 41m,1350,Boeing 737,51579,15,Delayed,244
PI164,PIA,LHE,KHI,2025-10-25 23:11,Night,2025-10-26 01:54,Night,3h 15m,1065,ATR 72,40698,5,Cancelled,240
SE635,FlyJinnah,PEW,MUX,2025-10-02 08:11,Morning,2025-10-02 11:59,Morning,1h 25m,675,Airbus A321,43127,30,On-Time,257
AI877,AirSial,ISB,PEW,2025-10-15 14:46,Afternoon,2025-10-15 17:50,Evening,1h 24m,1115,Airbus A321,54573,5,On-Time,280
FL765,SereneAir,UET,LYP,2025-10-09 00:04,Night,2025-10-09 04:17,Night,2h 7m,1292,Boeing 737,39004,30,On-Time,244
SE165,AirBlue,UET,MUX,2025-10-21 21:12,Night,2025-10-21 23:17,Night,4h 16m,1020,Airbus A320,35270,30,Delayed,290
AI384,SereneAir,LHE,PEW,2025-10-19 23:18,Night,2025-10-20 03:37,Night,4h 0m,1488,Airbus A320,43117,120,Delayed,244
FL427,AirSial,MUX,ISB,2025-10-17 04:18,Night,2025-10-17 07:15,Morning,3h 1m,816,ATR 72,22085,0,Cancelled,280
SE816,AirSial,KHI,PEW,2025-10-08 19:35,Evening,2025-10-08 22:15,Night,3h 4m,606,Boeing 737,28513,30,Delayed,280
FL561,SereneAir,MUX,SKZ,2025-10-21 13:38,Afternoon,2025-10-21 15:37,Afternoon,3h 22m,1126,ATR 72,24955,5,On-Time,244
AI290,AirSial,SKZ,LYP,2025-10-13 18:15,Evening,2025-10-13 21:23,Night,4h 42m,418,Airbus A321,16688,30,Delayed,280
AI338,AirSial,SKZ,MUX,2025-10-23 17:49,Evening,2025-10-23 20:36,Evening,1h 7m,419,ATR 72,43498,0,Delayed,280
PI388,AirBlue,MUX,UET,2025-10-01 21:09,Night,2025-10-02 00:29,Night,3h 44m,614,ATR 72,41687,15,Cancelled,290
AI690,AirBlue,LHE,LYP,2025-10-04 03:45,Night,2025-10-04 07:20,Morning,1h 46m,1426,Airbus A321,50202,120,Cancelled,290
SE398,SereneAir,UET,MUX,2025-10-02 23:06,Night,2025-10-03 04:02,Night,2h 52m,579,Airbus A321,44105,5,Cancelled,244
AI649,PIA,MUX,KHI,2025-10-16 01:14,Night,2025-10-16 05:14,Morning,3h 27m,836,Boeing 737,26811,30,On-Time,240
FL114,PIA,LYP,LHE,2025-10-28 00:24,Night,2025-10-28 04:49,Night,2h 20m,1243,Airbus A321,49476,0,Delayed,240
AI424,SereneAir,MUX,ISB,2025-10-08 11:21,Morning,2025-10-08 15:43,Afternoon,1h 3m,1437,Boeing 737,37305,15,Cancelled,244
PI911,SereneAir,LYP,ISB,2025-10-12 01:25,Night,2025-10-12 02:40,Night,2h 30m,558,ATR 72,39990,0,Cancelled,244
SE228,FlyJinnah,PEW,MUX,2025-10-06 02:10,Night,2025-10-06 05:47,Morning,2h 0m,424,Airbus A320,48215,5,Delayed,257
PI794,AirBlue,SKZ,UET,2025-10-16 01:31,Night,2025-10-16 05:35,Morning,2h 0m,913,Boeing 737,29118,15,Delayed,290
FL217,PIA,SKZ,UET,2025-10-29 16:17,Afternoon,2025-10-29 18:15,Evening,2h 2m,1121,Boeing 737,28385,0,On-Time,240
AI592,FlyJinnah,LYP,UET,2025-10-10 16:03,Afternoon,2025-10-10 19:43,Evening,1h 19m,882,ATR 72,21939,30,Cancelled,257
SE660,SereneAir,LHE,LYP,2025-10-08 04:56,Night,2025-10-08 06:20,Morning,2h 0m,313,Airbus A321,43673,120,Cancelled,244
FL180,PIA,UET,ISB,2025-10-19 19:17,Evening,2025-10-19 22:23,Night,3h 55m,1251,Airbus A320,22756,15,Cancelled,240
AI557,AirBlue,SKZ,ISB,2025-10-04 20:50,Evening,2025-10-04 23:03,Night,3h 54m,605,Boeing 737,50551,15,Delayed,290
FL875,FlyJinnah,SKZ,KHI,2025-10-20 04:02,Night,2025-10-20 06:44,Morning,3h 4m,789,Boeing 737,50174,5,Cancelled,257
FL873,FlyJinnah,LHE,UET,2025-10-23 02:23,Night,2025-10-23 05:57,Morning,3h 49m,1384,ATR 72,50745,0,Cancelled,257
FL742,AirSial,UET,ISB,2025-10-15 00:15,Night,2025-10-15 02:15,Night,3h 44m,1018,Boeing 737,26068,15,Cancelled,280
SE324,AirBlue,ISB,LHE,2025-10-12 01:16,Night,2025-10-12 05:16,Morning,2h 39m,406,Airbus A320,50493,5,Cancelled,290
FL951,AirBlue,SKZ,LYP,2025-10-13 01:37,Night,2025-10-13 05:19,Morning,3h 35m,628,Airbus A320,38408,5,Cancelled,290
AI858,PIA,LYP,PEW,2025-10-27 06:59,Morning,2025-10-27 08:49,Morning,4h 3m,1035,Airbus A321,37296,15,On-Time,240
FL934,AirSial,ISB,MUX,2025-10-08 20:30,Evening,2025-10-08 23:30,Night,3h 29m,734,Boeing 737,49261,15,Cancelled,280
AI767,AirBlue,UET,SKZ,2025-10-03 10:57,Morning,2025-10-03 13:45,Afternoon,4h 29m,1240,ATR 72,23778,30,On-Time,290
SE990,PIA,UET,MUX,2025-10-16 08:55,Morning,2025-10-16 13:38,Afternoon,4h 22m,1200,Airbus A321,53503,30,Cancelled,240
AI379,SereneAir,MUX,SKZ,2025-10-18 01:36,Night,2025-10-18 02:47,Night,4h 17m,1385,Airbus A321,49913,120,Delayed,244
SE381,AirBlue,LYP,LHE,2025-10-06 19:51,Evening,2025-10-06 23:29,Night,1h 57m,1168,Airbus A321,38299,5,On-Time,290
FL222,PIA,PEW,LYP,2025-10-27 21:29,Night,2025-10-28 00:07,Night,2h 22m,553,Airbus A320,25516,60,On-Time,240
AI555,PIA,LHE,ISB,2025-10-22 06:27,Morning,2025-10-22 10:22,Morning,3h 4m,692,Airbus A320,28380,0,Cancelled,240
PI350,PIA,LYP,LHE,2025-10-22 18:49,Evening,2025-10-22 23:08,Night,2h 41m,1135,Airbus A321,46704,120,On-Time,240
SE243,SereneAir,KHI,PEW,2025-10-23 17:22,Evening,2025-10-23 21:39,Night,3h 2m,478,Airbus A320,28136,120,On-Time,244
PI419,AirSial,MUX,KHI,2025-10-01 13:32,Afternoon,2025-10-01 18:25,Evening,3h 46m,782,ATR 72,45929,30,Cancelled,280
AI900,AirBlue,LHE,UET,2025-10-14 05:17,Morning,2025-10-14 09:44,Morning,3h 56m,1008,Airbus A321,10080,0,Delayed,290
SE244,PIA,LYP,MUX,2025-10-22 02:33,Night,2025-10-22 03:39,Night,1h 22m,908,ATR 72,28270,120,On-Time,240
SE198,AirBlue,KHI,UET,2025-10-04 11:18,Morning,2025-10-04 12:45,Afternoon,1h 25m,1206,ATR 72,34079,30,On-Time,290
SE724,PIA,UET,PEW,2025-10-25 15:46,Afternoon,2025-10-25 19:01,Evening,2h 29m,1251,Airbus A321,27622,120,Delayed,240
SE589,PIA,UET,SKZ,2025-10-23 19:03,Evening,2025-10-23 23:19,Night,4h 52m,479,Boeing 737,42913,0,On-Time,240
AI171,SereneAir,PEW,UET,2025-10-20 01:32,Night,2025-10-20 02:48,Night,2h 23m,1172,Airbus A321,54203,60,Cancelled,244
SE453,SereneAir,LHE,KHI,2025-10-26 15:09,Afternoon,2025-10-26 19:48,Evening,2h 29m,995,ATR 72,48022,5,On-Time,244
AI167,PIA,SKZ,MUX,2025-10-21 17:05,Evening,2025-10-21 19:47,Evening,2h 27m,1021,ATR 72,37943,120,Delayed,240
AI688,AirSial,UET,LHE,2025-10-19 19:54,Evening,2025-10-20 00:44,Night,4h 54m,919,Airbus A321,10370,120,Cancelled,280
AI814,FlyJinnah,ISB,PEW,2025-10-08 10:27,Morning,2025-10-08 12:31,Afternoon,3h 59m,691,Airbus A320,49740,0,On-Time,257
PI993,PIA,KHI,SKZ,2025-10-17 18:50,Evening,2025-10-17 20:05,Evening,2h 16m,1003,Airbus A321,25506,30,Delayed,240
SE743,SereneAir,MUX,ISB,2025-10-21 13:00,Afternoon,2025-10-21 15:50,Afternoon,2h 40m,927,Airbus A321,29623,120,Delayed,244
AI298,SereneAir,ISB,UET,2025-10-10 08:08,Morning,2025-10-10 12:33,Afternoon,1h 42m,1373,Airbus A321,37110,15,On-Time,244
PI676,SereneAir,UET,MUX,2025-10-02 12:03,Afternoon,2025-10-02 14:04,Afternoon,1h 34m,812,Airbus A321,47401,120,Cancelled,244
FL762,AirSial,SKZ,PEW,2025-10-23 05:47,Morning,2025-10-23 10:45,Morning,3h 56m,700,Airbus A320,32398,5,On-Time,280
FL132,AirSial,KHI,MUX,2025-10-05 19:02,Evening,2025-10-05 23:22,Night,1h 10m,1158,ATR 72,14534,60,On-Time,280
PI605,AirSial,SKZ,MUX,2025-10-21 15:04,Afternoon,2025-10-21 18:27,Evening,4h 43m,1497,Airbus A320,44433,0,On-Time,280
SE879,PIA,ISB,LHE,2025-10-28 08:00,Morning,2025-10-28 09:37,Morning,1h 43m,1230,Airbus A321,17128,15,On-Time,240
FL581,AirBlue,UET,LHE,2025-10-05 08:19,Morning,2025-10-05 10:44,Morning,2h 23m,1022,Airbus A320,41237,5,Delayed,290
AI953,AirSial,PEW,ISB,2025-10-17 08:53,Morning,2025-10-17 13:34,Afternoon,1h 5m,1229,Boeing 737,14674,0,Cancelled,280
AI437,PIA,UET,PEW,2025-10-10 22:48,Night,2025-10-11 01:23,Night,4h 4m,1487,Boeing 737,12302,15,Delayed,240
PI957,SereneAir,MUX,SKZ,2025-10-23 04:37,Night,2025-10-23 06:10,Morning,2h 41m,1041,Boeing 737,25147,0,Cancelled,244
PI538,PIA,LHE,PEW,2025-10-01 17:18,Evening,2025-10-01 22:01,Night,2h 11m,329,Airbus A321,22704,15,Cancelled,240
SE155,AirBlue,KHI,ISB,2025-10-20 20:28,Evening,2025-10-20 22:37,Night,3h 11m,338,Airbus A321,41488,120,Delayed,290
AI399,FlyJinnah,LHE,SKZ,2025-10-24 12:25,Afternoon,2025-10-24 14:29,Afternoon,3h 0m,1398,ATR 72,40763,5,Delayed,257
AI121,PIA,MUX,UET,2025-10-25 09:16,Morning,2025-10-25 13:57,Afternoon,2h 49m,889,Airbus A321,17674,30,Cancelled,240
AI941,SereneAir,MUX,ISB,2025-10-07 12:02,Afternoon,2025-10-07 13:21,Afternoon,3h 54m,639,ATR 72,10714,15,Delayed,244
SE669,AirBlue,ISB,MUX,2025-10-17 16:17,Afternoon,2025-10-17 17:31,Evening,2h 16m,429,Airbus A320,32721,120,On-Time,290
FL542,SereneAir,LHE,SKZ,2025-10-23 05:41,Morning,2025-10-23 09:47,Morning,3h 25m,1069,Airbus A321,51969,5,Cancelled,244
FL546,AirSial,UET,PEW,2025-10-09 23:36,Night,2025-10-10 01:41,Night,4h 18m,1358,Airbus A321,35018,15,Cancelled,280
FL129,AirSial,MUX,SKZ,2025-10-09 10:09,Morning,2025-10-09 11:17,Morning,1h 32m,671,ATR 72,15164,5,Delayed,280
PI834,AirSial,LHE,MUX,2025-10-17 10:45,Morning,2025-10-17 14:12,Afternoon,2h 46m,755,Airbus A320,51159,120,Cancelled,280
SE212,FlyJinnah,LHE,MUX,2025-10-10 03:24,Night,2025-10-10 04:25,Night,3h 4m,1416,Airbus A321,52711,60,Cancelled,257
PI909,FlyJinnah,PEW,MUX,2025-10-04 14:06,Afternoon,2025-10-04 16:20,Afternoon,1h 0m,1037,Airbus A320,34969,5,Cancelled,257
AI408,AirSial,LYP,UET,2025-10-30 23:06,Night,2025-10-31 01:40,Night,4h 49m,652,Airbus A320,41747,60,On-Time,280
FL946,AirBlue,ISB,LHE,2025-10-17 04:02,Night,2025-10-17 06:09,Morning,3h 20m,560,ATR 72,48820,5,Delayed,290
FL407,AirBlue,KHI,ISB,2025-10-05 19:35,Evening,2025-10-05 23:39,Night,1h 34m,792,ATR 72,41894,60,On-Time,290
AI406,PIA,MUX,ISB,2025-10-30 07:23,Morning,2025-10-30 10:19,Morning,2h 30m,1141,Airbus A320,37180,5,Cancelled,240
FL819,AirBlue,LYP,LHE,2025-10-07 20:34,Evening,2025-10-08 00:11,Night,2h 26m,1047,Airbus A320,43870,0,Cancelled,290
AI874,AirSial,ISB,PEW,2025-10-02 00:24,Night,2025-10-02 02:04,Night,1h 50m,1244,Boeing 737,39528,30,Cancelled,280
AI409,AirSial,LYP,KHI,2025-10-23 16:28,Afternoon,2025-10-23 19:55,Evening,2h 23m,867,ATR 72,15921,15,Cancelled,280
FL777,SereneAir,SKZ,MUX,2025-10-17 23:01,Night,2025-10-18 00:38,Night,3h 46m,1279,Airbus A320,39496,5,Cancelled,244
AI667,SereneAir,SKZ,LYP,2025-10-20 12:01,Afternoon,2025-10-20 15:13,Afternoon,1h 27m,886,ATR 72,15029,15,Delayed,244
FL246,PIA,PEW,ISB,2025-10-05 14:07,Afternoon,2025-10-05 16:19,Afternoon,1h 46m,419,Boeing 737,23763,60,On-Time,240
SE763,AirSial,MUX,UET,2025-10-05 04:49,Night,2025-10-05 07:01,Morning,3h 32m,1253,ATR 72,11739,15,On-Time,280
AI273,AirSial,LHE,UET,2025-10-12 10:57,Morning,2025-10-12 13:37,Afternoon,3h 37m,426,Airbus A320,26618,60,Cancelled,280
AI668,SereneAir,MUX,PEW,2025-10-16 12:04,Afternoon,2025-10-16 14:01,Afternoon,1h 33m,356,ATR 72,51957,15,On-Time,244
FL161,AirBlue,UET,KHI,2025-10-27 21:55,Night,2025-10-28 01:07,Night,4h 14m,612,ATR 72,42981,30,Delayed,290
AI322,SereneAir,KHI,PEW,2025-10-13 01:38,Night,2025-10-13 05:04,Morning,3h 3m,1214,Boeing 737,28299,0,Cancelled,244
AI764,AirBlue,ISB,KHI,2025-10-27 19:33,Evening,2025-10-27 21:30,Night,2h 8m,1292,Airbus A320,31377,30,Cancelled,290
PI785,FlyJinnah,SKZ,MUX,2025-10-04 09:04,Morning,2025-10-04 12:00,Afternoon,2h 9m,908,Boeing 737,33039,120,Delayed,257
AI887,FlyJinnah,UET,KHI,2025-10-24 22:12,Night,2025-10-25 00:31,Night,2h 27m,1176,Airbus A320,38346,60,Cancelled,257
AI622,AirSial,KHI,LYP,2025-10-25 19:57,Evening,2025-10-26 00:41,Night,4h 1m,396,Airbus A321,31719,5,On-Time,280
SE778,AirBlue,ISB,LHE,2025-10-02 08:55,Morning,2025-10-02 10:18,Morning,3h 25m,566,Airbus A320,27709,15,On-Time,290
FL936,AirSial,SKZ,ISB,2025-10-30 06:10,Morning,2025-10-30 07:56,Morning,2h 6m,1349,ATR 72,43860,0,Delayed,280
FL221,SereneAir,LHE,LYP,2025-10-13 06:32,Morning,2025-10-13 08:30,Morning,1h 12m,1491,Airbus A321,20422,0,On-Time,244
FL767,AirBlue,KHI,MUX,2025-10-13 06:26,Morning,2025-10-13 08:07,Morning,3h 14m,1058,ATR 72,34326,120,Cancelled,290
AI848,AirBlue,MUX,PEW,2025-10-19 10:33,Morning,2025-10-19 12:38,Afternoon,2h 57m,1188,Airbus A320,54146,60,Delayed,290
FL270,PIA,ISB,KHI,2025-10-28 20:33,Evening,2025-10-28 22:21,Night,2h 25m,496,ATR 72,29082,30,Cancelled,240
SE135,AirBlue,UET,LHE,2025-10-02 13:31,Afternoon,2025-10-02 16:17,Afternoon,2h 50m,809,Airbus A321,42276,0,Delayed,290
SE457,PIA,KHI,ISB,2025-10-02 23:38,Night,2025-10-03 03:16,Night,4h 47m,1147,Airbus A321,19304,120,Delayed,240
PI269,FlyJinnah,UET,KHI,2025-10-15 02:17,Night,2025-10-15 05:25,Morning,2h 23m,1261,Airbus A320,54242,0,Cancelled,257
FL920,AirSial,MUX,SKZ,2025-10-22 05:27,Morning,2025-10-22 09:54,Morning,1h 19m,1374,ATR 72,27234,15,Cancelled,280
PI847,AirSial,PEW,KHI,2025-10-08 15:46,Afternoon,2025-10-08 18:58,Evening,4h 59m,1002,Airbus A320,49804,15,Delayed,280
SE388,PIA,LYP,LHE,2025-10-22 23:58,Night,2025-10-23 03:44,Night,1h 27m,1190,Airbus A321,13254,30,Delayed,240
PI722,PIA,PEW,KHI,2025-10-24 06:17,Morning,2025-10-24 11:15,Morning,1h 9m,1329,Airbus A321,31028,120,On-Time,240
AI559,AirSial,MUX,PEW,2025-10-02 08:06,Morning,2025-10-02 10:01,Morning,4h 37m,588,Airbus A320,25042,30,On-Time,280
AI217,FlyJinnah,LHE,PEW,2025-10-08 02:22,Night,2025-10-08 04:24,Night,2h 54m,1404,Airbus A320,18464,120,Cancelled,257
